route_id,origin_location_id,destination_location_id,base_distance_km,base_cost_per_kg_km,average_transit_time_days_standard
37191-39063,LOC-IN-37191,LOC-IN-39063,419,0.000471,9
35170-23259,LOC-IN-35170,LOC-IN-23259,2690,0.000322,1
32110-42115,LOC-IN-32110,LOC-IN-42115,185,0.000643,6
28134-13086,LOC-IN-28134,LOC-IN-13086,1297,0.000641,10
13153-25995,LOC-IN-13153,LOC-IN-25995,637,0.000432,3
49284-25709,LOC-IN-49284,LOC-IN-25709,2119,0.00094,1
41998-20469,LOC-IN-41998,LOC-IN-20469,1972,0.000534,3
30740-32765,LOC-IN-30740,LOC-IN-32765,2018,0.000674,8
26761-23794,LOC-IN-26761,LOC-IN-23794,177,0.000729,1
08769-39902,LOC-IN-08769,LOC-IN-39902,2142,0.000872,3
34024-23464,LOC-IN-34024,LOC-IN-23464,2436,0.000313,3
45741-12458,LOC-IN-45741,LOC-IN-12458,2766,0.000188,10
45278-34914,LOC-IN-45278,LOC-IN-34914,2959,0.000739,1
42149-39770,LOC-IN-42149,LOC-IN-39770,2768,0.000174,10
08285-28604,LOC-IN-08285,LOC-IN-28604,2054,0.000195,10
14520-38099,LOC-IN-14520,LOC-IN-38099,1430,0.000297,5
15039-24009,LOC-IN-15039,LOC-IN-24009,1156,0.000875,5
14986-08950,LOC-IN-14986,LOC-IN-08950,1660,0.000237,7
13034-42084,LOC-IN-13034,LOC-IN-42084,1783,0.000375,3
28225-25443,LOC-IN-28225,LOC-IN-25443,720,0.000116,9
42352-13469,LOC-IN-42352,LOC-IN-13469,1315,0.000614,8
20813-12439,LOC-IN-20813,LOC-IN-12439,2674,0.000918,2
19418-42802,LOC-IN-19418,LOC-IN-42802,1126,0.00011,10
25327-06952,LOC-IN-25327,LOC-IN-06952,773,0.000546,6
48480-19044,LOC-IN-48480,LOC-IN-19044,439,0.000981,10
05238-02715,LOC-IN-05238,LOC-IN-02715,1663,0.000878,3
26744-02244,LOC-IN-26744,LOC-IN-02244,2542,0.000544,10
32857-22178,LOC-IN-32857,LOC-IN-22178,1121,0.000678,4
03985-22823,LOC-IN-03985,LOC-IN-22823,225,0.000167,1
25622-29679,LOC-IN-25622,LOC-IN-29679,1845,0.00035,4
10891-24393,LOC-IN-10891,LOC-IN-24393,1459,0.0009,7
48035-14780,LOC-IN-48035,LOC-IN-14780,1271,0.000337,4
40065-11280,LOC-IN-40065,LOC-IN-11280,1800,0.000872,5
34459-06084,LOC-IN-34459,LOC-IN-06084,559,0.000272,7
27620-14426,LOC-IN-27620,LOC-IN-14426,2239,0.000795,7
39708-12619,LOC-IN-39708,LOC-IN-12619,2689,0.000394,10
06552-43107,LOC-IN-06552,LOC-IN-43107,1193,0.000758,8
29207-17143,LOC-IN-29207,LOC-IN-17143,1459,0.000648,7
19932-18694,LOC-IN-19932,LOC-IN-18694,1653,0.000229,10
15817-19534,LOC-IN-15817,LOC-IN-19534,828,0.00049,9
14298-30986,LOC-IN-14298,LOC-IN-30986,474,0.000783,5
00966-01258,LOC-IN-00966,LOC-IN-01258,1617,0.000958,1
15781-32747,LOC-IN-15781,LOC-IN-32747,2862,0.000333,10
30839-03942,LOC-IN-30839,LOC-IN-03942,977,0.000571,5
42686-11985,LOC-IN-42686,LOC-IN-11985,127,0.000264,5
23884-12954,LOC-IN-23884,LOC-IN-12954,259,0.000665,9
33345-10483,LOC-IN-33345,LOC-IN-10483,347,0.000245,7
37759-42465,LOC-IN-37759,LOC-IN-42465,546,0.000985,3
25403-15207,LOC-IN-25403,LOC-IN-15207,2392,0.000923,4
42363-42644,LOC-IN-42363,LOC-IN-42644,219,0.000674,10
32271-05667,LOC-IN-32271,LOC-IN-05667,1389,0.000217,5
31549-37139,LOC-IN-31549,LOC-IN-37139,160,0.000417,3
29563-20279,LOC-IN-29563,LOC-IN-20279,2954,0.000678,7
11291-07738,LOC-IN-11291,LOC-IN-07738,886,0.000329,10
38147-27567,LOC-IN-38147,LOC-IN-27567,2899,0.000191,6
05729-06754,LOC-IN-05729,LOC-IN-06754,1864,0.000709,9
41048-17678,LOC-IN-41048,LOC-IN-17678,2336,0.000238,3
28004-15786,LOC-IN-28004,LOC-IN-15786,1344,0.000407,1
01503-31623,LOC-IN-01503,LOC-IN-31623,1753,0.000446,2
17146-15876,LOC-IN-17146,LOC-IN-15876,1629,0.000356,7
11595-33959,LOC-IN-11595,LOC-IN-33959,1327,0.000573,2
34673-09606,LOC-IN-34673,LOC-IN-09606,268,0.000406,8
45556-34752,LOC-IN-45556,LOC-IN-34752,848,0.000416,6
21338-25472,LOC-IN-21338,LOC-IN-25472,779,0.000454,4
18781-37238,LOC-IN-18781,LOC-IN-37238,811,0.000565,2
22530-39015,LOC-IN-22530,LOC-IN-39015,2643,0.000855,5
49734-06542,LOC-IN-49734,LOC-IN-06542,1535,0.000242,9
11128-32696,LOC-IN-11128,LOC-IN-32696,1073,0.000628,8
27435-09105,LOC-IN-27435,LOC-IN-09105,1638,0.000327,2
14335-49580,LOC-IN-14335,LOC-IN-49580,2476,0.000465,7
21322-31567,LOC-IN-21322,LOC-IN-31567,1301,0.00046,5
22891-30681,LOC-IN-22891,LOC-IN-30681,2617,0.00077,9
15273-42363,LOC-IN-15273,LOC-IN-42363,837,0.000711,8
12856-01901,LOC-IN-12856,LOC-IN-01901,1039,0.000661,6
05384-09374,LOC-IN-05384,LOC-IN-09374,467,0.000517,5
37789-22655,LOC-IN-37789,LOC-IN-22655,1460,0.000832,6
34780-25695,LOC-IN-34780,LOC-IN-25695,1326,0.000132,4
31555-11456,LOC-IN-31555,LOC-IN-11456,1882,0.000281,8
32461-34050,LOC-IN-32461,LOC-IN-34050,1405,0.0008,9
13403-09031,LOC-IN-13403,LOC-IN-09031,1704,0.000377,7
43182-32897,LOC-IN-43182,LOC-IN-32897,1126,0.000462,6
40090-16593,LOC-IN-40090,LOC-IN-16593,1194,0.000101,9
23820-11279,LOC-IN-23820,LOC-IN-11279,437,0.000499,3
09712-43016,LOC-IN-09712,LOC-IN-43016,973,0.000463,9
04861-31248,LOC-IN-04861,LOC-IN-31248,1787,0.000358,3
17908-06073,LOC-IN-17908,LOC-IN-06073,2085,0.000542,7
18795-00389,LOC-IN-18795,LOC-IN-00389,743,0.000534,1
19107-08127,LOC-IN-19107,LOC-IN-08127,2053,0.00089,4
33597-29764,LOC-IN-33597,LOC-IN-29764,2705,0.000664,8
40957-41944,LOC-IN-40957,LOC-IN-41944,693,0.000334,3
10679-31609,LOC-IN-10679,LOC-IN-31609,545,0.000804,8
11262-14553,LOC-IN-11262,LOC-IN-14553,452,0.000456,5
13363-21112,LOC-IN-13363,LOC-IN-21112,1036,0.000368,6
15407-11052,LOC-IN-15407,LOC-IN-11052,1596,0.000635,8
08708-49705,LOC-IN-08708,LOC-IN-49705,2022,0.000641,9
15184-14950,LOC-IN-15184,LOC-IN-14950,147,0.000387,1
15185-43983,LOC-IN-15185,LOC-IN-43983,227,0.000787,3
46311-22179,LOC-IN-46311,LOC-IN-22179,2901,0.000104,8
26200-44571,LOC-IN-26200,LOC-IN-44571,1898,0.000475,3
16050-31033,LOC-IN-16050,LOC-IN-31033,2436,0.000931,10
25251-46426,LOC-IN-25251,LOC-IN-46426,618,0.000922,1
21357-29685,LOC-IN-21357,LOC-IN-29685,1390,0.000245,5
30173-49830,LOC-IN-30173,LOC-IN-49830,1275,0.000131,8
47492-10610,LOC-IN-47492,LOC-IN-10610,2956,0.000708,9
15739-14818,LOC-IN-15739,LOC-IN-14818,1241,0.000719,5
36604-20654,LOC-IN-36604,LOC-IN-20654,2385,0.000751,1
15627-07844,LOC-IN-15627,LOC-IN-07844,2768,0.000896,6
34428-15623,LOC-IN-34428,LOC-IN-15623,1203,0.00089,10
08856-09994,LOC-IN-08856,LOC-IN-09994,223,0.000837,6
43005-42134,LOC-IN-43005,LOC-IN-42134,2894,0.000765,5
25391-30677,LOC-IN-25391,LOC-IN-30677,334,0.000785,5
01247-33102,LOC-IN-01247,LOC-IN-33102,928,0.00027,4
35005-21141,LOC-IN-35005,LOC-IN-21141,1180,0.000925,3
16341-38404,LOC-IN-16341,LOC-IN-38404,1262,0.00052,7
46766-07001,LOC-IN-46766,LOC-IN-07001,121,0.000798,4
37033-14192,LOC-IN-37033,LOC-IN-14192,1164,0.000808,1
44889-33286,LOC-IN-44889,LOC-IN-33286,2919,0.00052,7
30844-11210,LOC-IN-30844,LOC-IN-11210,2640,0.000998,8
25415-27309,LOC-IN-25415,LOC-IN-27309,1766,0.000208,10
13274-22496,LOC-IN-13274,LOC-IN-22496,1058,0.000262,8
01233-24591,LOC-IN-01233,LOC-IN-24591,1935,0.000496,8
09616-37282,LOC-IN-09616,LOC-IN-37282,1318,0.00087,1
46537-00611,LOC-IN-46537,LOC-IN-00611,320,0.000357,8
05761-07148,LOC-IN-05761,LOC-IN-07148,1981,0.000803,7
30763-22445,LOC-IN-30763,LOC-IN-22445,1944,0.000313,9
43511-13991,LOC-IN-43511,LOC-IN-13991,306,0.000959,4
15333-26094,LOC-IN-15333,LOC-IN-26094,153,0.000109,5
17597-12009,LOC-IN-17597,LOC-IN-12009,2194,0.000201,3
35862-20346,LOC-IN-35862,LOC-IN-20346,1571,0.000767,4
31680-29398,LOC-IN-31680,LOC-IN-29398,813,0.00098,5
35942-26151,LOC-IN-35942,LOC-IN-26151,520,0.000502,2
26298-13755,LOC-IN-26298,LOC-IN-13755,2656,0.000684,5
18410-13155,LOC-IN-18410,LOC-IN-13155,596,0.000415,3
16039-24928,LOC-IN-16039,LOC-IN-24928,1140,0.00088,2
45994-06752,LOC-IN-45994,LOC-IN-06752,593,0.000357,8
35310-16962,LOC-IN-35310,LOC-IN-16962,2008,0.00026,2
27599-45581,LOC-IN-27599,LOC-IN-45581,1623,0.000184,3
01927-27670,LOC-IN-01927,LOC-IN-27670,1069,0.000245,6
14956-19675,LOC-IN-14956,LOC-IN-19675,1616,0.00045,3
31042-41349,LOC-IN-31042,LOC-IN-41349,1729,0.00096,2
33210-22212,LOC-IN-33210,LOC-IN-22212,1072,0.000347,6
42204-30234,LOC-IN-42204,LOC-IN-30234,427,0.000289,8
03099-47547,LOC-IN-03099,LOC-IN-47547,106,0.00096,10
04052-48843,LOC-IN-04052,LOC-IN-48843,677,0.000129,10
32884-01469,LOC-IN-32884,LOC-IN-01469,450,0.000249,6
45870-12245,LOC-IN-45870,LOC-IN-12245,2606,0.000119,5
09371-01842,LOC-IN-09371,LOC-IN-01842,1318,0.000204,4
13151-46804,LOC-IN-13151,LOC-IN-46804,1892,0.000158,8
12509-14457,LOC-IN-12509,LOC-IN-14457,473,0.000642,3
23488-18763,LOC-IN-23488,LOC-IN-18763,2241,0.000929,4
25166-02251,LOC-IN-25166,LOC-IN-02251,1890,0.000609,8
15970-38531,LOC-IN-15970,LOC-IN-38531,1398,0.000181,6
25842-22656,LOC-IN-25842,LOC-IN-22656,2121,0.000394,1
34527-18973,LOC-IN-34527,LOC-IN-18973,2557,0.000585,1
20573-02583,LOC-IN-20573,LOC-IN-02583,1395,0.00096,8
34162-18507,LOC-IN-34162,LOC-IN-18507,508,0.000525,8
33270-00788,LOC-IN-33270,LOC-IN-00788,2725,0.000743,10
17101-27752,LOC-IN-17101,LOC-IN-27752,1439,0.000209,8
13961-36418,LOC-IN-13961,LOC-IN-36418,1924,0.000348,4
35647-13004,LOC-IN-35647,LOC-IN-13004,1627,0.000832,2
20334-14133,LOC-IN-20334,LOC-IN-14133,1648,0.000655,2
42279-43184,LOC-IN-42279,LOC-IN-43184,1089,0.000642,10
35959-15684,LOC-IN-35959,LOC-IN-15684,2085,0.000654,2
23322-39966,LOC-IN-23322,LOC-IN-39966,2361,0.000853,10
40564-40477,LOC-IN-40564,LOC-IN-40477,2072,0.000226,5
41834-11835,LOC-IN-41834,LOC-IN-11835,2778,0.000567,10
46574-47660,LOC-IN-46574,LOC-IN-47660,219,0.000273,3
30930-43746,LOC-IN-30930,LOC-IN-43746,376,0.000548,8
08687-05500,LOC-IN-08687,LOC-IN-05500,1409,0.00057,10
41463-10441,LOC-IN-41463,LOC-IN-10441,2318,0.000527,4
10878-46324,LOC-IN-10878,LOC-IN-46324,1773,0.000582,10
17174-07659,LOC-IN-17174,LOC-IN-07659,1713,0.000107,9
27309-02139,LOC-IN-27309,LOC-IN-02139,1344,0.000397,5
17191-32642,LOC-IN-17191,LOC-IN-32642,1328,0.000585,4
00206-01243,LOC-IN-00206,LOC-IN-01243,1234,0.00011,6
31249-37325,LOC-IN-31249,LOC-IN-37325,1710,0.000255,5
03321-01268,LOC-IN-03321,LOC-IN-01268,1549,0.000628,3
32555-04292,LOC-IN-32555,LOC-IN-04292,1117,0.000468,2
01392-06502,LOC-IN-01392,LOC-IN-06502,206,0.000307,6
22962-20515,LOC-IN-22962,LOC-IN-20515,2331,0.000186,6
49502-23247,LOC-IN-49502,LOC-IN-23247,479,0.000245,9
43294-23138,LOC-IN-43294,LOC-IN-23138,1125,0.000385,3
24052-41514,LOC-IN-24052,LOC-IN-41514,2089,0.000645,7
06158-45431,LOC-IN-06158,LOC-IN-45431,2867,0.000259,1
15209-37490,LOC-IN-15209,LOC-IN-37490,2181,0.000436,8
02009-47026,LOC-IN-02009,LOC-IN-47026,2007,0.000945,2
35485-13541,LOC-IN-35485,LOC-IN-13541,1240,0.000943,4
48708-01548,LOC-IN-48708,LOC-IN-01548,1996,0.000579,6
19941-33792,LOC-IN-19941,LOC-IN-33792,1220,0.00032,6
06881-13262,LOC-IN-06881,LOC-IN-13262,2583,0.000874,1
06876-49498,LOC-IN-06876,LOC-IN-49498,421,0.000545,3
03016-23437,LOC-IN-03016,LOC-IN-23437,1855,0.00096,4
22605-29094,LOC-IN-22605,LOC-IN-29094,1626,0.000114,2
11580-27478,LOC-IN-11580,LOC-IN-27478,1756,0.000578,1
42538-28049,LOC-IN-42538,LOC-IN-28049,499,0.000171,2
21539-40939,LOC-IN-21539,LOC-IN-40939,2066,0.000648,1
49545-10270,LOC-IN-49545,LOC-IN-10270,1141,0.00076,10
34632-43062,LOC-IN-34632,LOC-IN-43062,143,0.000949,5
29688-33008,LOC-IN-29688,LOC-IN-33008,686,0.000766,2
00029-41796,LOC-IN-00029,LOC-IN-41796,1823,0.000892,10
34694-32329,LOC-IN-34694,LOC-IN-32329,2899,0.000227,7
34497-35712,LOC-IN-34497,LOC-IN-35712,1159,0.000999,4
13163-36192,LOC-IN-13163,LOC-IN-36192,1336,0.000109,4
07886-15305,LOC-IN-07886,LOC-IN-15305,2139,0.000959,9
02207-02600,LOC-IN-02207,LOC-IN-02600,2814,0.00062,7
31967-00736,LOC-IN-31967,LOC-IN-00736,1181,0.000474,3
37940-16067,LOC-IN-37940,LOC-IN-16067,2829,0.000557,9
11458-30429,LOC-IN-11458,LOC-IN-30429,1759,0.000149,9
00982-38673,LOC-IN-00982,LOC-IN-38673,1915,0.000432,5
06223-29528,LOC-IN-06223,LOC-IN-29528,2364,0.000935,4
14739-35456,LOC-IN-14739,LOC-IN-35456,1961,0.000926,3
03064-05451,LOC-IN-03064,LOC-IN-05451,1295,0.000935,3
31003-17059,LOC-IN-31003,LOC-IN-17059,446,0.000954,9
45279-09869,LOC-IN-45279,LOC-IN-09869,1115,0.000921,1
39914-08100,LOC-IN-39914,LOC-IN-08100,1526,0.000524,9
01875-01676,LOC-IN-01875,LOC-IN-01676,884,0.000556,3
21153-36362,LOC-IN-21153,LOC-IN-36362,616,0.000657,10
45611-01572,LOC-IN-45611,LOC-IN-01572,434,0.00084,2
44772-27837,LOC-IN-44772,LOC-IN-27837,1883,0.000526,9
11244-29270,LOC-IN-11244,LOC-IN-29270,2664,0.000821,6
24317-17639,LOC-IN-24317,LOC-IN-17639,2745,0.00062,10
28523-04509,LOC-IN-28523,LOC-IN-04509,1328,0.00038,8
23291-28986,LOC-IN-23291,LOC-IN-28986,1648,0.0005,10
37078-02704,LOC-IN-37078,LOC-IN-02704,2046,0.000714,8
18489-21513,LOC-IN-18489,LOC-IN-21513,2939,0.000725,8
17249-41629,LOC-IN-17249,LOC-IN-41629,1289,0.000702,3
36463-01591,LOC-IN-36463,LOC-IN-01591,1818,0.000709,10
09167-34464,LOC-IN-09167,LOC-IN-34464,1917,0.000759,4
11079-01942,LOC-IN-11079,LOC-IN-01942,2095,0.000192,1
14338-03103,LOC-IN-14338,LOC-IN-03103,2526,0.000438,4
27572-10185,LOC-IN-27572,LOC-IN-10185,2051,0.00029,6
39984-45372,LOC-IN-39984,LOC-IN-45372,414,0.000983,3
08939-06778,LOC-IN-08939,LOC-IN-06778,1684,0.00022,8
34490-01026,LOC-IN-34490,LOC-IN-01026,1533,0.000764,8
13253-34351,LOC-IN-13253,LOC-IN-34351,1683,0.00063,6
11452-30554,LOC-IN-11452,LOC-IN-30554,494,0.00082,8
38378-08264,LOC-IN-38378,LOC-IN-08264,601,0.000339,3
12333-43848,LOC-IN-12333,LOC-IN-43848,2729,0.000561,5
41379-37744,LOC-IN-41379,LOC-IN-37744,1559,0.000104,6
01540-39623,LOC-IN-01540,LOC-IN-39623,2894,0.000877,3
15397-41684,LOC-IN-15397,LOC-IN-41684,1076,0.000298,3
35440-42405,LOC-IN-35440,LOC-IN-42405,2234,0.000725,10
11449-42144,LOC-IN-11449,LOC-IN-42144,604,0.000692,7
37292-20606,LOC-IN-37292,LOC-IN-20606,2420,0.000335,5
16619-49143,LOC-IN-16619,LOC-IN-49143,879,0.000449,2
33055-30744,LOC-IN-33055,LOC-IN-30744,1945,0.000109,10
23515-05356,LOC-IN-23515,LOC-IN-05356,1319,0.000937,4
48995-28058,LOC-IN-48995,LOC-IN-28058,2472,0.000606,10
39826-33216,LOC-IN-39826,LOC-IN-33216,2269,0.000558,1
44364-07417,LOC-IN-44364,LOC-IN-07417,1334,0.000711,5
07896-40659,LOC-IN-07896,LOC-IN-40659,2883,0.000626,3
22254-18856,LOC-IN-22254,LOC-IN-18856,302,0.000664,8
19233-09724,LOC-IN-19233,LOC-IN-09724,2342,0.000871,3
34876-13370,LOC-IN-34876,LOC-IN-13370,2332,0.000437,1
02446-05222,LOC-IN-02446,LOC-IN-05222,832,0.000366,8
45265-14103,LOC-IN-45265,LOC-IN-14103,646,0.000521,7
14878-28837,LOC-IN-14878,LOC-IN-28837,2258,0.000223,7
45028-10481,LOC-IN-45028,LOC-IN-10481,1668,0.000887,7
29640-13996,LOC-IN-29640,LOC-IN-13996,2964,0.000898,10
30351-23348,LOC-IN-30351,LOC-IN-23348,2821,0.000825,8
24757-13324,LOC-IN-24757,LOC-IN-13324,1940,0.000485,5
05415-17527,LOC-IN-05415,LOC-IN-17527,1625,0.000313,1
31396-03957,LOC-IN-31396,LOC-IN-03957,1644,0.000898,8
43032-45703,LOC-IN-43032,LOC-IN-45703,2840,0.000142,3
06339-08482,LOC-IN-06339,LOC-IN-08482,1881,0.00066,4
32453-44061,LOC-IN-32453,LOC-IN-44061,1367,0.00084,1
34116-18762,LOC-IN-34116,LOC-IN-18762,765,0.000932,4
31445-17194,LOC-IN-31445,LOC-IN-17194,2057,0.000457,9
03204-36096,LOC-IN-03204,LOC-IN-36096,1024,0.000751,6
33048-38195,LOC-IN-33048,LOC-IN-38195,2146,0.000302,1
30533-16966,LOC-IN-30533,LOC-IN-16966,2974,0.00049,4
04446-38829,LOC-IN-04446,LOC-IN-38829,2454,0.000487,3
16422-12440,LOC-IN-16422,LOC-IN-12440,1041,0.000767,4
05976-45917,LOC-IN-05976,LOC-IN-45917,1236,0.000501,10
21436-43484,LOC-IN-21436,LOC-IN-43484,513,0.000331,4
26047-31501,LOC-IN-26047,LOC-IN-31501,2790,0.000536,2
34537-31977,LOC-IN-34537,LOC-IN-31977,2259,0.000418,2
32013-30966,LOC-IN-32013,LOC-IN-30966,2961,0.000933,5
30694-38143,LOC-IN-30694,LOC-IN-38143,2598,0.000441,7
49291-34353,LOC-IN-49291,LOC-IN-34353,898,0.000103,7
48616-28171,LOC-IN-48616,LOC-IN-28171,1335,0.000131,10
31656-26027,LOC-IN-31656,LOC-IN-26027,1632,0.000607,8
01997-46927,LOC-IN-01997,LOC-IN-46927,1777,0.000719,8
31179-21161,LOC-IN-31179,LOC-IN-21161,2193,0.000514,2
27928-03246,LOC-IN-27928,LOC-IN-03246,811,0.000744,4
47697-01753,LOC-IN-47697,LOC-IN-01753,1113,0.000784,1
35197-38254,LOC-IN-35197,LOC-IN-38254,2040,0.000823,7
09923-32371,LOC-IN-09923,LOC-IN-32371,891,0.000332,9
22682-45979,LOC-IN-22682,LOC-IN-45979,172,0.000781,7
30008-48688,LOC-IN-30008,LOC-IN-48688,406,0.000145,7
35795-38441,LOC-IN-35795,LOC-IN-38441,735,0.000439,7
38646-13299,LOC-IN-38646,LOC-IN-13299,1474,0.000559,1
31130-48244,LOC-IN-31130,LOC-IN-48244,2918,0.000456,2
44765-08595,LOC-IN-44765,LOC-IN-08595,2181,0.000475,7
24448-28729,LOC-IN-24448,LOC-IN-28729,2672,0.000734,3
11068-09742,LOC-IN-11068,LOC-IN-09742,2762,0.00073,5
23388-07955,LOC-IN-23388,LOC-IN-07955,1792,0.000376,10
18477-04954,LOC-IN-18477,LOC-IN-04954,1604,0.000742,5
20818-27154,LOC-IN-20818,LOC-IN-27154,1356,0.000675,5
28599-10344,LOC-IN-28599,LOC-IN-10344,2531,0.000734,4
25349-28397,LOC-IN-25349,LOC-IN-28397,455,0.000919,2
15369-08343,LOC-IN-15369,LOC-IN-08343,2822,0.00049,6
05422-16951,LOC-IN-05422,LOC-IN-16951,947,0.000657,7
13643-40839,LOC-IN-13643,LOC-IN-40839,1840,0.000298,10
23004-07726,LOC-IN-23004,LOC-IN-07726,1421,0.000505,3
25259-42629,LOC-IN-25259,LOC-IN-42629,576,0.000235,6
35937-02924,LOC-IN-35937,LOC-IN-02924,1224,0.000199,3
37269-16146,LOC-IN-37269,LOC-IN-16146,1380,0.000626,9
37915-48224,LOC-IN-37915,LOC-IN-48224,2909,0.000326,1
44633-25183,LOC-IN-44633,LOC-IN-25183,2220,0.000897,1
12344-31148,LOC-IN-12344,LOC-IN-31148,2670,0.00088,3
46720-12823,LOC-IN-46720,LOC-IN-12823,1737,0.000582,3
01489-42414,LOC-IN-01489,LOC-IN-42414,2072,0.000232,5
13699-35703,LOC-IN-13699,LOC-IN-35703,619,0.000686,4
12948-44075,LOC-IN-12948,LOC-IN-44075,1508,0.000679,3
06909-01094,LOC-IN-06909,LOC-IN-01094,894,0.000963,6
01091-05712,LOC-IN-01091,LOC-IN-05712,1951,0.000854,6
40962-20741,LOC-IN-40962,LOC-IN-20741,1158,0.00036,10
28815-04013,LOC-IN-28815,LOC-IN-04013,1698,0.000109,6
20833-29864,LOC-IN-20833,LOC-IN-29864,675,0.000674,5
07979-00732,LOC-IN-07979,LOC-IN-00732,2745,0.000985,3
03283-27496,LOC-IN-03283,LOC-IN-27496,1900,0.000368,2
17074-12548,LOC-IN-17074,LOC-IN-12548,1363,0.000663,2
18249-37307,LOC-IN-18249,LOC-IN-37307,243,0.000519,4
06383-01872,LOC-IN-06383,LOC-IN-01872,1694,0.000877,10
33236-01503,LOC-IN-33236,LOC-IN-01503,2769,0.000429,1
04537-18514,LOC-IN-04537,LOC-IN-18514,1952,0.000904,10
07234-42660,LOC-IN-07234,LOC-IN-42660,933,0.000106,1
42752-17332,LOC-IN-42752,LOC-IN-17332,342,0.000294,3
21437-17423,LOC-IN-21437,LOC-IN-17423,1079,0.000609,2
35183-46208,LOC-IN-35183,LOC-IN-46208,2460,0.000265,6
37638-06071,LOC-IN-37638,LOC-IN-06071,1093,0.00048,9
06713-02851,LOC-IN-06713,LOC-IN-02851,1191,0.000173,1
18135-22211,LOC-IN-18135,LOC-IN-22211,1147,0.000521,3
33308-25663,LOC-IN-33308,LOC-IN-25663,188,0.000853,1
39224-04340,LOC-IN-39224,LOC-IN-04340,332,0.000871,2
19078-19652,LOC-IN-19078,LOC-IN-19652,617,0.000549,3
27211-48473,LOC-IN-27211,LOC-IN-48473,1236,0.000672,10
43853-43777,LOC-IN-43853,LOC-IN-43777,950,0.000161,5
39969-38199,LOC-IN-39969,LOC-IN-38199,1273,0.000889,4
01627-33537,LOC-IN-01627,LOC-IN-33537,1973,0.000825,5
17414-43537,LOC-IN-17414,LOC-IN-43537,606,0.000999,9
39459-35237,LOC-IN-39459,LOC-IN-35237,1432,0.000948,3
29780-28037,LOC-IN-29780,LOC-IN-28037,2530,0.000388,3
49577-31514,LOC-IN-49577,LOC-IN-31514,378,0.000204,6
25851-25651,LOC-IN-25851,LOC-IN-25651,237,0.000601,10
35759-08924,LOC-IN-35759,LOC-IN-08924,1545,0.000117,5
37534-37037,LOC-IN-37534,LOC-IN-37037,448,0.000499,2
07319-01039,LOC-IN-07319,LOC-IN-01039,745,0.000122,7
46892-30087,LOC-IN-46892,LOC-IN-30087,1484,0.000408,2
02717-39165,LOC-IN-02717,LOC-IN-39165,2737,0.000255,3
07583-24409,LOC-IN-07583,LOC-IN-24409,2659,0.000609,1
23446-44719,LOC-IN-23446,LOC-IN-44719,2645,0.000124,4
31267-09259,LOC-IN-31267,LOC-IN-09259,1635,0.000826,9
07746-19951,LOC-IN-07746,LOC-IN-19951,447,0.000211,8
29440-16160,LOC-IN-29440,LOC-IN-16160,630,0.000814,9
11635-00848,LOC-IN-11635,LOC-IN-00848,2653,0.000186,2
26310-07099,LOC-IN-26310,LOC-IN-07099,2036,0.000438,8
28106-15793,LOC-IN-28106,LOC-IN-15793,2531,0.000297,1
26892-11890,LOC-IN-26892,LOC-IN-11890,296,0.000327,9
05906-48887,LOC-IN-05906,LOC-IN-48887,2955,0.000848,9
41648-24537,LOC-IN-41648,LOC-IN-24537,1202,0.000157,6
20122-25165,LOC-IN-20122,LOC-IN-25165,2509,0.00076,4
10927-42565,LOC-IN-10927,LOC-IN-42565,2791,0.000455,8
35034-34808,LOC-IN-35034,LOC-IN-34808,163,0.000415,3
35061-31452,LOC-IN-35061,LOC-IN-31452,1659,0.00018,4
04889-45759,LOC-IN-04889,LOC-IN-45759,1718,0.000204,4
16561-47905,LOC-IN-16561,LOC-IN-47905,2139,0.000233,2
36643-32102,LOC-IN-36643,LOC-IN-32102,198,0.000122,2
18141-43870,LOC-IN-18141,LOC-IN-43870,2663,0.000358,6
37097-33825,LOC-IN-37097,LOC-IN-33825,1871,0.000979,1
29573-46562,LOC-IN-29573,LOC-IN-46562,2022,0.000194,1
28144-23240,LOC-IN-28144,LOC-IN-23240,2618,0.000298,7
17949-40179,LOC-IN-17949,LOC-IN-40179,494,0.000966,9
26797-24089,LOC-IN-26797,LOC-IN-24089,1681,0.000644,5
28005-30045,LOC-IN-28005,LOC-IN-30045,2226,0.000226,4
23159-35013,LOC-IN-23159,LOC-IN-35013,980,0.000629,3
08480-48261,LOC-IN-08480,LOC-IN-48261,1710,0.000613,4
15326-37992,LOC-IN-15326,LOC-IN-37992,716,0.000186,1
49137-14438,LOC-IN-49137,LOC-IN-14438,313,0.000382,7
41362-30805,LOC-IN-41362,LOC-IN-30805,1526,0.00079,10
19275-31655,LOC-IN-19275,LOC-IN-31655,1684,0.000943,3
30348-06620,LOC-IN-30348,LOC-IN-06620,1728,0.00082,3
36295-49462,LOC-IN-36295,LOC-IN-49462,725,0.000468,5
16617-22535,LOC-IN-16617,LOC-IN-22535,1647,0.000108,9
41899-36527,LOC-IN-41899,LOC-IN-36527,2361,0.000973,10
23961-15771,LOC-IN-23961,LOC-IN-15771,2567,0.000205,7
26571-30129,LOC-IN-26571,LOC-IN-30129,757,0.000421,3
24749-27912,LOC-IN-24749,LOC-IN-27912,2154,0.000924,9
02528-21442,LOC-IN-02528,LOC-IN-21442,2199,0.000131,5
